STATE	DOMAIN	AGE	HOMEOWNR	NUMCHLD	INCOME	GENDER	WEALTH1	HIT	MBCRAFT	MBGARDEN	MBBOOKS	MBCOLECT	MAGFAML	MAGFEM	MAGMALE	PUBGARDN	PUBCULIN	PUBHLTH	PUBDOITY	PUBNEWFN	PUBPHOTO	PUBOPP	MAJOR	PEPSTRFL	NUMPRM12	NGIFTALL	TARGET_B
CA	U3	70.0	H		4	U	5	34.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	3.0	1.0	5.0	3.0	4.0	0.0	0.0	 	X	12.0	23.0	1
CA	S1	32.0	H		6	F		0.0															 	X	12.0	6.0	0
GA	T1	52.0	H		7	F	8	17.0	2.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	 	 	11.0	6.0	0
TX	C2		 			F		0.0															 	 	14.0	3.0	0
KY	R1	32.0	H		4	M	8	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	4.0	0
NC	C2	58.0	U		2	F	6	10.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	 	X	10.0	23.0	1
NC	R2		H		2	F		0.0															 	 	9.0	2.0	0
IL	S1	83.0	H	1.0	5	F		0.0															 	X	13.0	13.0	0
AL	T2		U		4	F	8	0.0															 	X	11.0	24.0	0
WI	T2	72.0	H		3	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	0
CO	C1	41.0	H	2.0	5	M	6	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	11.0	1.0	0
CA	S1	43.0	H	1.0	6	F	9	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	1.0	1
CA	U3	54.0	 			M		0.0															 	 	9.0	11.0	0
IL	U2		U		1	M	1	6.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	8.0	14.0	0
TX	C2	31.0	H		2	M		0.0															 	X	13.0	14.0	0
CA	U2	56.0	U		1	F	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	5.0	0
LA	R3	74.0	H		1	F		0.0															 	 	13.0	5.0	0
FL	R2		 			F		0.0															 	 	5.0	2.0	0
CA	U1	41.0	H		6	M	8	5.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	7.0	0
MO	R2	74.0	U		1	F		0.0															 	 	13.0	10.0	0
TX	R3	69.0	H	1.0	1	M	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	19.0	32.0	0
CA	S2	40.0	H	2.0	5	M		0.0															 	 	14.0	8.0	0
CA	S1	52.0	H		6	F	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	8.0	0
CA	U1	45.0	 			F		0.0															 	 	13.0	3.0	0
TN	R3	59.0	 			F		0.0															 	X	13.0	14.0	0
MI	U2	67.0	H		3	F	3	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	13.0	11.0	1
OK	C3	77.0	H		3	F	4	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	 	 	13.0	3.0	0
GA	T2		 			M		0.0															 	 	11.0	7.0	0
CA	U1	74.0	H	1.0	3	M	8	14.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	10.0	5.0	0
ND	R2		U		2	M	3	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	 	X	13.0	14.0	0
GA	T1	66.0	H		6	F	8	4.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	13.0	12.0	0
CA	U2		 			F		0.0															 	 	10.0	2.0	0
MN	S2		 			F		0.0															 	 	13.0	2.0	0
MO	R2	49.0	H	3.0	4	M	7	17.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	 	 	14.0	3.0	0
TN	 	48.0	H		5	F		0.0															 	 	14.0	2.0	0
FL	C2	76.0	H		1	F	3	0.0															 	X	13.0	8.0	1
GA	 	30.0	U		2	M	7	0.0															 	 	22.0	2.0	0
AR	C3	58.0	 			F		0.0															 	 	13.0	8.0	0
MI	C1	70.0	H		2	M	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	31.0	10.0	0
TN	S3	75.0	H		3	F	5	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	 	 	12.0	4.0	1
ID	C2	83.0	H		3	M	4	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	10.0	0
MI	C3	43.0	U		3	M	0	0.0															 	 	13.0	5.0	0
OR	S2	58.0	U	1.0	4	F		0.0															 	 	35.0	6.0	1
WA	R2		U		1	F		0.0															 	 	26.0	6.0	0
HI	S2		H		6	M	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
CA	S1	68.0	H		7	M		0.0															 	 	10.0	2.0	1
OR	T2	73.0	H		3	F	8	21.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	4.0	 	 	8.0	9.0	1
WA	S2	78.0	 			M		0.0															 	 	12.0	4.0	0
FL	T2	80.0	H		1	M	0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	5.0	0
IN	R2	46.0	H	1.0	5	M		0.0															 	X	13.0	20.0	0
MS	R2		 			F		0.0															 	 	10.0	1.0	0
GA	T2	39.0	H	1.0	5	F	7	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	 	11.0	1.0	1
AZ	R2		 			 		0.0															 	X	11.0	20.0	0
AL	 	68.0	H		5	F		0.0															 	X	10.0	12.0	0
IL	R3	40.0	U		7	M		0.0															 	X	15.0	7.0	0
AR	R2		 			F		0.0															 	X	11.0	13.0	1
OK	S2	71.0	 			F		0.0															 	 	13.0	11.0	0
IN	S2	80.0	H		3	F	5	33.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	5.0	0.0	4.0	 	 	13.0	2.0	0
MS	T2	70.0	H		2	F	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	2.0	0
TN	C1	75.0	H		2	M	3	30.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	 	 	11.0	8.0	0
IN	T2	70.0	H		1	F	6	10.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	 	 	6.0	3.0	0
WI	T2	35.0	U		5	F	9	0.0															 	X	12.0	15.0	0
TN	C1	47.0	H	1.0	5	F		0.0															 	X	13.0	11.0	0
WA	S1		 			M		0.0															 	 	12.0	3.0	0
IA	C2	82.0	U		7	M	7	14.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	 	X	7.0	21.0	1
TX	U1	57.0	H		7	F	9	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	6.0	0
WI	R3	36.0	H		2	F	0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	9.0	19.0	0
MN	S1	82.0	H		3	M	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	7.0	7.0	1
AZ	 		H		1	F		0.0															 	X	26.0	14.0	0
OR	 		 			M		0.0															 	X	14.0	8.0	0
FL	S2	86.0	U		2	F	7	0.0															 	X	12.0	17.0	0
MT	R2		U		6	F		0.0															 	X	25.0	23.0	1
CA	S2	61.0	 			F		0.0															 	X	14.0	15.0	0
KY	R2		 			M		0.0															 	 	13.0	3.0	0
CA	U4		H		1	M		0.0															 	 	22.0	3.0	0
FL	C3	69.0	H		3	M	2	13.0	0.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	X	15.0	9.0	0
CA	S1	40.0	H		5	M	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	7.0	0
FL	C1	67.0	H		5	M	5	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	 	14.0	2.0	0
NC	T1		 			F		0.0															 	X	14.0	24.0	0
MS	T3	78.0	H		2	M	6	8.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	 	13.0	6.0	0
KS	R3	63.0	 			F		0.0															 	X	12.0	28.0	0
CA	U4	52.0	H		1	M	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	8.0	10.0	1
CO	C2	82.0	U		3	F		0.0															 	 	5.0	1.0	0
IL	S1	56.0	H		7	F	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	6.0	0
CA	U2	79.0	U		1	F	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	17.0	1
IN	R2	61.0	U		2	M	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	1.0	0
FL	U2	86.0	H		3	M	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	12.0	0
CA	C3	28.0	H	1.0	3	F	1	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	4.0	0
TN	T2	34.0	U	1.0	4	F	3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	1.0	0
NC	R2	72.0	U		3	F		0.0															 	X	13.0	10.0	0
WI	S3	70.0	H		5	M	4	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	 	 	11.0	1.0	0
NC	T2	59.0	U	2.0	5	F		0.0															 	 	12.0	9.0	0
TN	T3		 			M		0.0															 	 	10.0	2.0	0
CA	 	74.0	 			 		0.0															 	X	10.0	21.0	0
OK	S1	46.0	H		6	F	9	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
TX	C2	84.0	U		5	M		0.0															 	X	13.0	10.0	0
TN	T2		H		2	M		0.0															 	X	13.0	6.0	0
TX	C1	46.0	H	1.0	4	F	6	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	7.0	0
CA	S1	78.0	H		7	F	9	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	9.0	15.0	1
CA	T1	52.0	H		5	F	7	9.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	15.0	0
CA	U2	70.0	 		6	M	6	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	 	X	14.0	3.0	1
IL	S1		U		6	F	9	0.0															 	 	13.0	6.0	0
LA	R3	36.0	U	1.0	2	M		0.0															 	X	11.0	14.0	0
AZ	C2	84.0	U		5	M	7	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	22.0	0
IL	S1	66.0	H		4	M	9	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	18.0	0
CA	U2		 			F		0.0															 	X	12.0	11.0	1
CO	S1		 			F		0.0															 	 	9.0	2.0	0
CA	U1	76.0	 			M		0.0															 	X	13.0	7.0	1
CO	C2	84.0	 			M		0.0															 	X	13.0	14.0	0
FL	R2	79.0	 			M		0.0															 	X	5.0	41.0	0
FL	C2		 			F		0.0															 	X	11.0	14.0	0
IL	S1	84.0	H		5	F	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	17.0	0
OK	C1	88.0	H		7	F	8	15.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	 	X	12.0	8.0	0
MN	R2	62.0	U		1	M		0.0															 	X	13.0	19.0	0
WA	T2	55.0	H		4	F		0.0															 	 	10.0	5.0	0
CA	T3	52.0	 		3	M	1	16.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	 	 	13.0	7.0	1
MI	 	70.0	U		1	F	6	0.0															 	 	16.0	4.0	0
MN	C1	47.0	H		7	M	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	21.0	1
AZ	S1	38.0	H		6	M		0.0															 	 	12.0	5.0	0
ND	R3	71.0	U		3	F	1	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	 	X	12.0	10.0	0
CA	S1	46.0	U		5	M		0.0															 	 	12.0	3.0	0
WA	R2		H		5	U	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	 	 	13.0	4.0	0
CA	T2	52.0	H		4	F	4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	13.0	10.0	1
TX	R2	75.0	H		6	M		0.0															 	X	11.0	12.0	0
WA	R2	64.0	H		6	F		0.0															 	X	12.0	9.0	0
IA	C2	90.0	 			 		0.0															 	X	13.0	17.0	0
CA	U3		 			M		0.0															 	 	10.0	1.0	0
FL	U1	56.0	 			M		0.0															 	X	13.0	7.0	1
LA	S2	66.0	H		2	M		0.0															 	 	10.0	3.0	0
AR	T2		U	1.0	5	M		0.0															 	X	12.0	9.0	0
GA	C3	64.0	H		1	M	3	0.0															 	 	10.0	2.0	0
TX	C1	56.0	H	1.0	7	F		0.0															 	 	14.0	3.0	0
CA	S1	39.0	H	4.0	6	M		0.0															 	X	13.0	5.0	0
OK	R2	69.0	H		3	F	0	10.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	13.0	13.0	1
CA	S1	64.0	H		7	M	9	8.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	17.0	10.0	0
WA	R2	52.0	H		5	M		0.0															 	 	12.0	6.0	0
FL	S2	32.0	H		5	M	6	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	4.0	0
CA	 		H		3	F	5	0.0															 	 	13.0	2.0	0
CO	S1	94.0	U		2	F	3	15.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	 	 	10.0	1.0	0
FL	C2	75.0	H		2	F	3	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	 	X	12.0	5.0	0
AK	T2	40.0	U	4.0	2	M		0.0															 	X	13.0	8.0	0
MN	S1	78.0	H		5	M	8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	13.0	12.0	0
FL	U3	29.0	U		1	F		0.0															 	 	17.0	6.0	0
MN	R3	75.0	H		5	F		0.0															 	X	12.0	12.0	0
AZ	C1		U		5	F	8	0.0															 	 	13.0	6.0	0
CA	C1	39.0	H	1.0	5	F	3	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	4.0	0
WI	U4	41.0	H		3	M		0.0															 	X	11.0	7.0	0
FL	C2	34.0	H		2	M		0.0															 	 	12.0	4.0	0
TX	S1	38.0	H		6	F		0.0															 	 	12.0	8.0	0
NC	C1	41.0	H		7	M	9	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	 	X	14.0	16.0	0
IA	R2	44.0	U		2	F		0.0															 	 	13.0	3.0	0
CA	S3	48.0	H		4	F		0.0															 	 	12.0	6.0	0
IA	S1	76.0	H		5	F	9	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	24.0	16.0	1
WI	C3		H		4	M	2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	20.0	0
GA	T1	42.0	H		6	F	9	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	1.0	0
WA	R2	89.0	 			F		0.0															 	 	10.0	11.0	0
GA	R2	64.0	H		4	F	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	 	 	14.0	5.0	0
FL	C3	56.0	H		4	F		0.0															 	 	9.0	3.0	0
TX	T2	46.0	H		2	M		0.0															 	X	11.0	13.0	0
TX	R2	34.0	 			M		0.0															 	X	14.0	11.0	0
IL	R3	78.0	U		2	F		0.0															 	 	12.0	3.0	1
MI	R2	79.0	 			M		0.0															 	X	13.0	13.0	0
AZ	C2	89.0	U		4	F	4	17.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	18.0	0
MO	R1	48.0	H	1.0	4	M	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	9.0	2.0	0
AZ	 	61.0	H		5	F	4	13.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	X	12.0	7.0	1
FL	S3		 			 		0.0															 	 	11.0	2.0	1
WA	R2		 			F		0.0															 	X	12.0	33.0	0
TX	R3	34.0	U		1	F	0	0.0															 	 	13.0	8.0	0
TN	C1		H		6	F	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	14.0	4.0	1
FL	R1	78.0	H		3	M		0.0															 	 	11.0	1.0	0
IN	T2	50.0	 			 		0.0															 	X	11.0	14.0	0
FL	C2	87.0	H		2	F	8	23.0	0.0	0.0	6.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	 	X	11.0	12.0	1
GA	R2		U		4	M	5	0.0															 	X	12.0	6.0	0
AL	T2	70.0	H		3	F	8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	16.0	12.0	1
CA	R3	74.0	H		3	M		0.0															 	X	12.0	16.0	0
NC	R2		 		3	M	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	7.0	5.0	1
FL	T2	81.0	H		5	M	3	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	28.0	12.0	1
CA	S2	69.0	H	1.0	2	F	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	7.0	0
MI	T2	66.0	H		2	F	6	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	 	 	14.0	6.0	0
CA	T2	83.0	H		2	F	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	0
KY	T2	60.0	H		1	F		0.0															 	X	12.0	14.0	0
IL	U3		 			F		0.0															 	X	11.0	1.0	1
NM	T3		 			M		0.0															 	X	14.0	18.0	1
IL	T3		H		2	F	1	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	7.0	19.0	1
IL	C1	44.0	H		7	F		0.0															 	 	13.0	4.0	0
WY	T3	84.0	H		7	M	1	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	14.0	25.0	0
AL	C2	54.0	H		5	F	7	11.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	 	 	10.0	3.0	0
WA	T2	56.0	H		6	F		0.0															 	 	13.0	11.0	0
GA	R2		U		4	F	6	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	14.0	33.0	1
TX	C1		 			F		0.0															 	 	15.0	9.0	1
MI	U3	68.0	H	1.0	4	M	4	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	8.0	0
IN	U4	58.0	 			F		0.0															 	 	12.0	4.0	0
IA	R2	38.0	H		3	M		0.0															 	 	13.0	2.0	0
WA	T2	84.0	H		6	M	4	14.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	2.0	0
AR	T2		 			F		0.0															 	X	14.0	14.0	0
NC	R2	34.0	H		4	M	1	0.0															 	X	12.0	11.0	0
WI	C1	51.0	H		7	M		0.0															 	X	12.0	10.0	1
GA	T1		H		3	F		0.0															 	X	9.0	7.0	1
TX	S3		H		3	M	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	23.0	1
NM	R2	61.0	U		2	M	7	0.0															 	 	13.0	8.0	0
WA	C1	83.0	H		5	F	9	11.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	 	 	10.0	2.0	0
GA	R3		U		5	M	2	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	4.0	0
OR	S1	77.0	H		7	M	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	0
IA	R2	40.0	U	1.0	6	M		0.0															 	 	13.0	7.0	0
TX	S2		 			F		0.0															 	 	7.0	1.0	0
CA	C2	65.0	 			M		0.0															 	 	13.0	7.0	0
GA	T2	76.0	H		7	M	8	14.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	 	X	12.0	16.0	1
FL	C3	64.0	H		4	F	5	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	30.0	13.0	0
WI	T2	50.0	U		6	F		0.0															 	 	12.0	6.0	0
FL	C2	82.0	H	1.0	2	M	5	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	15.0	5.0	0
TX	T2	56.0	H		5	F		0.0															 	 	13.0	5.0	0
OK	T2	72.0	H		3	M	6	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	 	 	12.0	4.0	1
NC	C1	42.0	H	2.0	7	M	9	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	6.0	0
MI	S2		H		2	F		0.0															 	 	14.0	2.0	1
FL	S1	59.0	H		5	F	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	11.0	0
CA	U1	78.0	H		7	F	9	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	0
FL	S1		 			 		0.0															 	 	4.0	7.0	0
WI	S2	78.0	H		2	M	7	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	24.0	26.0	0
AR	T2	60.0	H		5	M	7	9.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	 	 	9.0	2.0	0
TN	S2	75.0	H		5	F		0.0															 	X	12.0	6.0	1
NE	S2	52.0	H		5	F		0.0															 	X	14.0	5.0	0
TX	C2		H	1.0	3	F	7	14.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	 	X	11.0	16.0	0
CA	U1	52.0	H		7	M	8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	0
CA	C3	65.0	H		1	M	0	0.0															 	 	12.0	1.0	0
IL	R3		U		7	F		0.0															 	X	13.0	18.0	0
MI	S3	80.0	H		2	M	2	25.0	2.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	 	X	8.0	14.0	0
IL	S1	89.0	 			M		0.0															 	X	13.0	7.0	1
AZ	R1	72.0	H		6	F		0.0															 	X	14.0	13.0	0
OR	R2	82.0	H		4	F		0.0															 	X	13.0	9.0	0
MT	T1	47.0	H	1.0	4	M	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	4.0	0
