COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
one,82137.0,226.0,7.0,541506.0,387.0,14.0,5.0,very_unsat,little,perhaps,2.85,LEAVE
zero,23620.0,0.0,24.0,323965.0,240.0,1.0,5.0,very_sat,very_little,actively_looking_into_it,4.77,STAY
one,47508.0,54.0,77.0,447154.0,145.0,3.0,1.0,avg,little,considering,7.41,STAY
zero,146166.0,68.0,38.0,642499.0,412.0,5.0,1.0,very_sat,very_high,no,6.49,LEAVE
one,110094.0,64.0,0.0,376591.0,410.0,3.0,10.0,very_sat,little,no,3.04,LEAVE
zero,75535.0,253.0,18.0,222468.0,217.0,21.0,4.0,very_unsat,very_high,never_thought,4.93,LEAVE
one,48603.0,78.0,72.0,769969.0,196.0,4.0,2.0,very_unsat,little,considering,8.67,STAY
one,152934.0,173.0,6.0,402160.0,648.0,26.0,5.0,sat,high,never_thought,5.42,STAY
zero,49841.0,62.0,26.0,239533.0,358.0,4.0,2.0,very_sat,little,considering,6.63,STAY
one,82993.0,0.0,0.0,832198.0,277.0,0.0,11.0,very_unsat,high,considering,4.36,LEAVE
one,101065.0,0.0,0.0,903185.0,434.0,0.0,15.0,very_sat,little,actively_looking_into_it,5.23,STAY
zero,77642.0,175.0,0.0,591147.0,359.0,12.0,12.0,very_sat,little,actively_looking_into_it,5.93,LEAVE
one,61716.0,0.0,0.0,512722.0,361.0,1.0,13.0,very_sat,very_little,no,4.36,LEAVE
zero,61283.0,169.0,0.0,759514.0,359.0,18.0,8.0,very_unsat,very_little,considering,6.88,STAY
one,26199.0,236.0,84.0,643858.0,196.0,14.0,2.0,very_unsat,very_high,actively_looking_into_it,5.16,LEAVE
zero,91199.0,208.0,0.0,699712.0,239.0,10.0,2.0,very_unsat,little,no,5.59,LEAVE
one,72753.0,78.0,12.0,769523.0,368.0,3.0,6.0,avg,very_high,no,5.03,LEAVE
zero,108119.0,206.0,17.0,274314.0,425.0,20.0,4.0,very_sat,little,never_thought,3.25,LEAVE
zero,121217.0,67.0,0.0,257834.0,627.0,5.0,15.0,unsat,very_high,actively_looking_into_it,2.52,STAY
one,124674.0,25.0,0.0,554008.0,440.0,3.0,13.0,avg,avg,perhaps,3.87,STAY
zero,21867.0,206.0,39.0,858934.0,198.0,25.0,1.0,very_unsat,little,no,6.68,STAY
zero,23902.0,35.0,83.0,184303.0,243.0,4.0,2.0,avg,very_little,considering,7.41,LEAVE
zero,36133.0,0.0,19.0,198728.0,197.0,0.0,4.0,unsat,high,never_thought,2.14,STAY
zero,34753.0,51.0,5.0,530993.0,227.0,3.0,5.0,very_sat,little,considering,3.56,LEAVE
one,79483.0,0.0,14.0,564454.0,357.0,4.0,5.0,unsat,little,never_thought,3.17,LEAVE
zero,32459.0,0.0,21.0,516202.0,226.0,1.0,4.0,very_unsat,little,never_thought,3.6,STAY
one,130552.0,214.0,44.0,194968.0,608.0,24.0,2.0,sat,very_little,never_thought,2.78,LEAVE
one,95936.0,193.0,48.0,439220.0,343.0,17.0,1.0,very_unsat,very_high,considering,2.91,STAY
zero,80086.0,213.0,41.0,808932.0,399.0,16.0,1.0,avg,very_high,never_thought,7.35,STAY
one,69927.0,21.0,73.0,752369.0,338.0,4.0,1.0,avg,very_little,considering,4.88,STAY
one,138651.0,0.0,22.0,267910.0,443.0,0.0,5.0,very_unsat,very_high,considering,4.69,STAY
one,109941.0,178.0,0.0,723352.0,865.0,19.0,8.0,very_sat,very_high,considering,2.87,STAY
one,82142.0,156.0,16.0,261912.0,297.0,29.0,4.0,very_unsat,little,considering,3.86,LEAVE
one,89000.0,0.0,25.0,303327.0,335.0,27.0,12.0,very_unsat,very_little,considering,5.51,LEAVE
one,120353.0,0.0,0.0,164922.0,483.0,0.0,5.0,very_sat,very_little,never_thought,2.72,LEAVE
zero,113642.0,0.0,8.0,936629.0,702.0,1.0,6.0,very_sat,high,never_thought,3.77,STAY
zero,70239.0,34.0,0.0,496839.0,314.0,3.0,14.0,very_unsat,little,no,3.29,STAY
one,90972.0,134.0,74.0,444025.0,354.0,28.0,2.0,very_unsat,very_high,considering,0.99,LEAVE
zero,132053.0,206.0,62.0,440175.0,770.0,27.0,2.0,very_sat,little,no,2.11,LEAVE
zero,96076.0,0.0,55.0,482738.0,303.0,1.0,2.0,very_unsat,little,considering,6.24,STAY
zero,112414.0,233.0,18.0,360701.0,164.0,24.0,6.0,very_sat,very_high,considering,4.44,LEAVE
zero,26159.0,0.0,39.0,461708.0,180.0,0.0,15.0,very_unsat,high,considering,7.22,STAY
zero,39105.0,89.0,6.0,457062.0,238.0,5.0,4.0,very_sat,very_high,actively_looking_into_it,3.81,LEAVE
zero,22542.0,204.0,50.0,419367.0,147.0,19.0,1.0,unsat,little,actively_looking_into_it,3.45,STAY
zero,75882.0,0.0,15.0,722808.0,351.0,16.0,4.0,very_sat,avg,no,6.17,STAY
one,41726.0,54.0,24.0,341829.0,132.0,3.0,4.0,very_unsat,very_high,considering,4.67,STAY
one,110781.0,0.0,30.0,429777.0,841.0,0.0,2.0,unsat,little,perhaps,5.79,LEAVE
one,148510.0,0.0,39.0,237294.0,736.0,0.0,2.0,very_unsat,very_high,actively_looking_into_it,5.79,LEAVE
one,142506.0,222.0,0.0,506151.0,609.0,20.0,12.0,very_sat,little,no,3.52,LEAVE
one,104947.0,62.0,10.0,853018.0,500.0,3.0,5.0,avg,very_little,actively_looking_into_it,4.22,LEAVE
zero,26146.0,0.0,0.0,219835.0,248.0,1.0,15.0,very_unsat,very_high,considering,5.72,STAY
zero,20769.0,0.0,16.0,633537.0,149.0,0.0,4.0,very_sat,little,actively_looking_into_it,4.64,LEAVE
zero,124108.0,48.0,70.0,193028.0,619.0,5.0,1.0,very_sat,little,considering,6.41,LEAVE
zero,81361.0,39.0,7.0,188486.0,587.0,3.0,4.0,very_unsat,avg,actively_looking_into_it,3.33,STAY
zero,55434.0,0.0,0.0,824517.0,288.0,1.0,8.0,very_unsat,high,considering,6.33,LEAVE
zero,26367.0,150.0,23.0,579417.0,183.0,13.0,6.0,very_sat,very_little,no,4.98,STAY
zero,24203.0,251.0,72.0,355013.0,164.0,24.0,2.0,very_sat,little,no,3.82,STAY
zero,20012.0,0.0,44.0,354611.0,133.0,0.0,2.0,very_sat,very_high,considering,7.12,LEAVE
one,32186.0,194.0,13.0,315065.0,192.0,17.0,1.0,very_unsat,high,actively_looking_into_it,3.31,LEAVE
zero,60829.0,224.0,0.0,235334.0,364.0,18.0,11.0,unsat,little,actively_looking_into_it,2.46,LEAVE
one,136555.0,62.0,44.0,878969.0,512.0,23.0,1.0,very_unsat,little,considering,5.72,STAY
one,76766.0,212.0,6.0,277752.0,398.0,22.0,1.0,very_unsat,very_high,considering,4.12,LEAVE
zero,109879.0,48.0,12.0,276855.0,722.0,4.0,5.0,very_unsat,very_high,considering,4.29,LEAVE
zero,65875.0,78.0,81.0,266415.0,307.0,4.0,2.0,unsat,little,no,5.66,STAY
one,35372.0,204.0,0.0,372761.0,180.0,11.0,2.0,very_unsat,very_high,no,3.27,LEAVE
one,34728.0,0.0,14.0,203218.0,227.0,1.0,2.0,very_sat,very_little,no,3.92,STAY
zero,52317.0,0.0,66.0,929536.0,285.0,1.0,2.0,avg,little,actively_looking_into_it,8.09,STAY
one,148677.0,195.0,23.0,505703.0,340.0,0.0,6.0,unsat,very_high,considering,3.26,STAY
zero,44748.0,0.0,19.0,182330.0,179.0,0.0,6.0,very_unsat,very_high,never_thought,3.72,LEAVE
zero,77644.0,185.0,12.0,223506.0,271.0,18.0,4.0,very_unsat,avg,no,3.51,LEAVE
zero,117943.0,239.0,0.0,520565.0,546.0,27.0,13.0,unsat,little,perhaps,3.21,LEAVE
one,46640.0,0.0,0.0,818663.0,319.0,1.0,13.0,unsat,high,considering,6.26,LEAVE
one,145646.0,0.0,14.0,471863.0,500.0,0.0,4.0,unsat,very_high,no,3.77,STAY
one,131869.0,0.0,70.0,304604.0,700.0,1.0,2.0,unsat,little,no,6.31,LEAVE
zero,49009.0,174.0,38.0,252732.0,224.0,16.0,2.0,unsat,little,no,1.58,LEAVE
one,46892.0,67.0,25.0,575616.0,222.0,13.0,1.0,avg,very_high,actively_looking_into_it,5.64,LEAVE
zero,144838.0,0.0,74.0,983272.0,545.0,1.0,2.0,very_unsat,avg,actively_looking_into_it,5.44,LEAVE
zero,133390.0,82.0,18.0,750032.0,520.0,4.0,4.0,very_sat,very_little,actively_looking_into_it,3.07,LEAVE
zero,35963.0,170.0,0.0,272279.0,230.0,21.0,15.0,avg,very_little,considering,4.04,LEAVE
one,94259.0,78.0,0.0,237025.0,495.0,24.0,10.0,very_unsat,little,considering,2.31,STAY
zero,53631.0,182.0,41.0,350513.0,256.0,21.0,2.0,unsat,high,actively_looking_into_it,2.72,STAY
one,30018.0,70.0,61.0,806674.0,149.0,4.0,1.0,very_unsat,little,actively_looking_into_it,3.7,LEAVE
zero,98910.0,219.0,39.0,563789.0,290.0,28.0,4.0,unsat,very_little,considering,2.84,LEAVE
zero,159596.0,268.0,88.0,351483.0,518.0,17.0,1.0,very_sat,very_little,considering,3.0,LEAVE
one,71938.0,68.0,41.0,364857.0,315.0,4.0,1.0,very_unsat,very_little,actively_looking_into_it,7.11,LEAVE
zero,25354.0,176.0,16.0,509915.0,161.0,19.0,6.0,very_unsat,very_little,perhaps,4.23,LEAVE
one,40011.0,0.0,0.0,288814.0,202.0,1.0,13.0,unsat,little,considering,3.34,STAY
zero,94126.0,0.0,6.0,540413.0,792.0,0.0,6.0,very_sat,little,considering,2.55,LEAVE
one,52711.0,0.0,62.0,807007.0,385.0,0.0,1.0,unsat,little,considering,6.2,STAY
one,60853.0,193.0,65.0,589931.0,311.0,10.0,2.0,very_sat,little,considering,3.58,LEAVE
zero,69085.0,71.0,0.0,721796.0,327.0,4.0,11.0,very_unsat,very_little,considering,6.33,STAY
one,99576.0,63.0,0.0,152727.0,280.0,4.0,14.0,avg,very_high,no,4.12,LEAVE
one,127672.0,58.0,0.0,803701.0,657.0,5.0,15.0,very_unsat,little,considering,3.57,LEAVE
one,20680.0,50.0,0.0,737849.0,188.0,3.0,8.0,very_sat,little,considering,5.09,LEAVE
zero,109292.0,65.0,8.0,452452.0,895.0,4.0,4.0,unsat,very_high,considering,3.03,LEAVE
zero,28522.0,53.0,20.0,278901.0,181.0,5.0,5.0,very_unsat,very_little,considering,3.37,STAY
one,46158.0,52.0,0.0,331350.0,141.0,4.0,9.0,very_unsat,little,considering,5.87,STAY
one,147757.0,0.0,24.0,913327.0,530.0,0.0,6.0,very_sat,very_high,considering,4.38,STAY
zero,62780.0,212.0,0.0,862993.0,177.0,1.0,15.0,very_sat,little,considering,6.23,STAY
one,94290.0,30.0,57.0,400975.0,336.0,4.0,1.0,very_sat,very_high,considering,4.73,LEAVE
zero,159334.0,67.0,9.0,286790.0,223.0,4.0,6.0,very_unsat,little,considering,1.39,STAY
zero,95218.0,0.0,43.0,669583.0,143.0,1.0,2.0,unsat,very_little,never_thought,5.92,STAY
zero,42686.0,0.0,18.0,163861.0,147.0,1.0,6.0,very_unsat,little,actively_looking_into_it,3.38,LEAVE
zero,59773.0,45.0,26.0,215792.0,326.0,3.0,1.0,very_unsat,little,perhaps,5.54,LEAVE
zero,111132.0,229.0,73.0,573756.0,466.0,24.0,1.0,unsat,very_high,no,3.29,LEAVE
zero,24065.0,200.0,0.0,461028.0,396.0,23.0,14.0,very_sat,little,no,4.21,LEAVE
one,50105.0,187.0,81.0,920794.0,282.0,18.0,1.0,unsat,little,actively_looking_into_it,5.96,STAY
one,29086.0,205.0,6.0,290234.0,196.0,19.0,6.0,very_sat,little,never_thought,2.94,LEAVE
one,21941.0,137.0,0.0,740558.0,131.0,19.0,13.0,very_sat,little,actively_looking_into_it,7.03,STAY
zero,88209.0,0.0,21.0,818114.0,253.0,1.0,6.0,very_unsat,little,never_thought,5.96,STAY
one,83395.0,61.0,0.0,180340.0,290.0,3.0,10.0,very_sat,high,considering,4.18,LEAVE
one,115612.0,0.0,25.0,196484.0,768.0,1.0,4.0,very_unsat,very_high,considering,4.21,LEAVE
zero,64023.0,0.0,63.0,999735.0,304.0,0.0,1.0,unsat,very_little,actively_looking_into_it,5.62,STAY
zero,96783.0,0.0,23.0,538371.0,337.0,0.0,6.0,avg,high,considering,4.27,LEAVE
zero,103748.0,186.0,11.0,286670.0,861.0,12.0,6.0,very_unsat,little,considering,3.71,LEAVE
zero,51095.0,0.0,30.0,817905.0,384.0,0.0,1.0,very_unsat,very_little,never_thought,6.66,STAY
zero,23545.0,210.0,57.0,686346.0,201.0,18.0,2.0,very_unsat,very_little,considering,6.08,STAY
one,33893.0,76.0,0.0,787541.0,173.0,3.0,8.0,very_unsat,very_little,considering,6.25,STAY
zero,98546.0,60.0,0.0,275373.0,293.0,5.0,2.0,very_unsat,little,never_thought,4.0,STAY
zero,148376.0,178.0,18.0,271069.0,336.0,18.0,4.0,very_sat,little,considering,2.25,LEAVE
zero,99627.0,224.0,0.0,317521.0,326.0,17.0,14.0,unsat,very_little,no,3.97,LEAVE
one,154071.0,0.0,12.0,525355.0,412.0,1.0,5.0,very_unsat,very_little,considering,3.4,LEAVE
zero,20684.0,0.0,23.0,421413.0,178.0,0.0,4.0,unsat,very_high,actively_looking_into_it,3.48,LEAVE
one,159385.0,30.0,0.0,169822.0,504.0,3.0,9.0,very_unsat,very_little,no,3.61,LEAVE
one,24267.0,0.0,0.0,164474.0,248.0,0.0,14.0,very_unsat,very_little,actively_looking_into_it,3.3,STAY
zero,83802.0,75.0,18.0,235754.0,365.0,5.0,5.0,very_unsat,very_little,actively_looking_into_it,2.93,LEAVE
zero,123240.0,0.0,77.0,496796.0,814.0,1.0,1.0,very_unsat,little,considering,6.97,STAY
zero,82185.0,53.0,19.0,277678.0,369.0,5.0,13.0,very_sat,little,actively_looking_into_it,4.62,STAY
zero,58187.0,249.0,28.0,639258.0,254.0,5.0,1.0,very_sat,very_high,considering,5.72,STAY
zero,119147.0,0.0,0.0,865479.0,505.0,1.0,10.0,very_sat,very_high,actively_looking_into_it,4.38,LEAVE
one,45187.0,218.0,0.0,175613.0,198.0,24.0,10.0,unsat,very_little,perhaps,3.91,LEAVE
zero,78801.0,73.0,22.0,288465.0,393.0,5.0,6.0,very_unsat,high,considering,3.49,STAY
zero,115459.0,54.0,64.0,264028.0,572.0,5.0,1.0,very_sat,very_high,considering,6.72,STAY
one,44250.0,225.0,53.0,302261.0,177.0,11.0,2.0,very_unsat,avg,no,2.96,LEAVE
one,42090.0,68.0,74.0,330494.0,162.0,3.0,1.0,sat,very_little,actively_looking_into_it,5.74,STAY
zero,63344.0,0.0,46.0,232777.0,391.0,29.0,1.0,very_unsat,high,considering,6.28,LEAVE
one,87356.0,52.0,0.0,536608.0,353.0,24.0,10.0,very_unsat,little,never_thought,4.04,LEAVE
zero,79432.0,176.0,0.0,527992.0,360.0,16.0,14.0,unsat,very_high,no,3.39,LEAVE
one,37117.0,0.0,13.0,759102.0,234.0,15.0,5.0,very_sat,very_high,considering,5.88,LEAVE
zero,58484.0,0.0,0.0,305546.0,330.0,1.0,10.0,very_sat,little,no,3.49,LEAVE
one,151642.0,0.0,72.0,506462.0,823.0,1.0,2.0,very_unsat,very_little,actively_looking_into_it,6.2,STAY
one,36432.0,0.0,88.0,736287.0,246.0,0.0,2.0,unsat,little,actively_looking_into_it,5.22,LEAVE
one,39047.0,48.0,17.0,479477.0,225.0,3.0,5.0,very_unsat,little,perhaps,2.4,LEAVE
zero,59529.0,185.0,0.0,817732.0,782.0,11.0,13.0,very_unsat,very_little,no,6.12,STAY
one,92650.0,49.0,15.0,432063.0,350.0,4.0,4.0,very_unsat,very_high,actively_looking_into_it,3.54,LEAVE
one,64505.0,205.0,65.0,611916.0,295.0,23.0,2.0,very_unsat,very_high,considering,6.87,LEAVE
one,29728.0,0.0,0.0,482890.0,331.0,0.0,13.0,very_unsat,very_high,actively_looking_into_it,3.81,STAY
zero,159378.0,58.0,0.0,414240.0,472.0,4.0,12.0,very_sat,very_high,never_thought,2.93,STAY
zero,139135.0,61.0,37.0,247008.0,803.0,3.0,2.0,unsat,very_little,no,7.33,LEAVE
one,75296.0,82.0,58.0,437073.0,372.0,5.0,2.0,very_unsat,very_high,considering,5.02,LEAVE
one,63861.0,233.0,19.0,317557.0,819.0,16.0,6.0,very_unsat,very_high,actively_looking_into_it,3.02,LEAVE
zero,49770.0,231.0,0.0,559589.0,334.0,21.0,11.0,unsat,avg,no,3.19,LEAVE
one,77512.0,54.0,23.0,608244.0,269.0,3.0,6.0,very_sat,little,actively_looking_into_it,6.14,STAY
zero,68041.0,213.0,0.0,374377.0,328.0,17.0,8.0,very_sat,avg,never_thought,1.64,LEAVE
zero,43908.0,60.0,41.0,997621.0,233.0,5.0,2.0,very_unsat,very_little,considering,6.04,LEAVE
zero,154491.0,0.0,60.0,875045.0,564.0,1.0,2.0,very_unsat,very_little,considering,6.09,LEAVE
one,155954.0,0.0,12.0,543697.0,702.0,1.0,5.0,sat,very_high,never_thought,4.85,LEAVE
one,109276.0,0.0,0.0,314617.0,183.0,0.0,11.0,very_sat,avg,actively_looking_into_it,3.44,LEAVE
zero,110856.0,76.0,89.0,653386.0,768.0,5.0,2.0,very_sat,very_little,actively_looking_into_it,5.18,LEAVE
one,100550.0,0.0,23.0,836547.0,659.0,0.0,4.0,very_sat,very_little,never_thought,5.15,STAY
one,55628.0,0.0,0.0,165060.0,324.0,0.0,10.0,very_unsat,very_little,considering,3.57,LEAVE
one,110710.0,210.0,21.0,502441.0,532.0,22.0,6.0,unsat,little,actively_looking_into_it,3.72,LEAVE
one,60641.0,71.0,0.0,596850.0,840.0,5.0,11.0,very_unsat,very_high,no,2.61,STAY
one,105696.0,57.0,18.0,278638.0,535.0,3.0,8.0,very_sat,very_high,no,4.45,LEAVE
one,92590.0,42.0,70.0,447263.0,264.0,4.0,9.0,very_unsat,little,actively_looking_into_it,7.12,STAY
one,50031.0,0.0,80.0,634266.0,334.0,0.0,2.0,very_unsat,high,perhaps,6.29,STAY
one,97550.0,163.0,20.0,557170.0,481.0,10.0,5.0,very_sat,little,actively_looking_into_it,1.98,LEAVE
zero,77124.0,0.0,17.0,827096.0,359.0,0.0,5.0,very_sat,avg,no,6.13,STAY
one,31687.0,0.0,54.0,162817.0,195.0,0.0,2.0,very_sat,high,actively_looking_into_it,4.9,LEAVE
one,55224.0,0.0,27.0,465790.0,338.0,0.0,1.0,avg,high,no,4.57,LEAVE
one,122998.0,211.0,18.0,161118.0,769.0,13.0,5.0,very_unsat,little,considering,4.32,LEAVE
zero,119287.0,0.0,0.0,162316.0,572.0,1.0,10.0,avg,very_little,considering,2.82,LEAVE
one,22563.0,0.0,0.0,916221.0,231.0,1.0,9.0,sat,little,considering,6.5,STAY
zero,23178.0,0.0,47.0,584430.0,720.0,0.0,2.0,very_unsat,very_high,considering,4.42,LEAVE
zero,37343.0,277.0,6.0,285438.0,191.0,29.0,4.0,unsat,very_high,no,2.65,LEAVE
one,33465.0,0.0,12.0,355415.0,233.0,0.0,5.0,unsat,very_little,considering,4.15,STAY
one,37041.0,0.0,14.0,397566.0,245.0,1.0,6.0,very_unsat,very_little,actively_looking_into_it,3.19,STAY
one,36861.0,0.0,0.0,431532.0,132.0,1.0,8.0,sat,high,no,4.55,LEAVE
one,65097.0,176.0,26.0,832838.0,318.0,19.0,4.0,unsat,very_little,no,3.74,LEAVE
one,44486.0,66.0,31.0,968639.0,214.0,4.0,2.0,unsat,very_little,actively_looking_into_it,6.59,STAY
one,126528.0,46.0,17.0,186414.0,241.0,1.0,6.0,unsat,high,considering,4.45,LEAVE
zero,152422.0,231.0,16.0,248170.0,882.0,10.0,5.0,unsat,very_high,considering,5.22,STAY
one,124958.0,168.0,20.0,659622.0,586.0,29.0,4.0,very_sat,high,no,5.38,STAY
zero,92586.0,71.0,76.0,617497.0,202.0,5.0,1.0,very_sat,very_high,never_thought,5.43,STAY
one,96830.0,254.0,10.0,440590.0,366.0,26.0,4.0,very_unsat,very_little,actively_looking_into_it,3.76,LEAVE
one,148974.0,59.0,0.0,559021.0,350.0,3.0,9.0,very_unsat,little,considering,3.94,STAY
one,30708.0,215.0,28.0,505943.0,263.0,1.0,2.0,unsat,very_high,no,2.15,STAY
zero,84942.0,209.0,31.0,291846.0,306.0,21.0,2.0,very_sat,very_little,no,5.15,LEAVE
one,69998.0,0.0,80.0,266842.0,295.0,0.0,2.0,very_unsat,little,perhaps,5.85,LEAVE
zero,72250.0,258.0,17.0,219385.0,252.0,19.0,5.0,very_unsat,little,never_thought,2.1,LEAVE
one,79622.0,0.0,22.0,337174.0,355.0,0.0,11.0,unsat,little,no,2.63,LEAVE
zero,32600.0,257.0,0.0,250242.0,619.0,12.0,14.0,sat,very_high,perhaps,3.03,LEAVE
one,108605.0,210.0,0.0,492449.0,591.0,22.0,10.0,very_unsat,little,never_thought,3.22,LEAVE
one,83211.0,42.0,0.0,205875.0,309.0,27.0,13.0,unsat,little,no,3.54,STAY
one,26871.0,41.0,81.0,297838.0,185.0,3.0,2.0,very_unsat,little,perhaps,6.73,STAY
zero,40475.0,209.0,7.0,161269.0,464.0,15.0,5.0,very_sat,very_little,considering,4.92,STAY
zero,72932.0,35.0,0.0,745192.0,291.0,5.0,10.0,very_unsat,very_little,considering,6.16,STAY
one,125780.0,227.0,18.0,240034.0,674.0,15.0,5.0,very_unsat,very_little,no,3.78,STAY
one,26600.0,0.0,0.0,654476.0,839.0,0.0,13.0,very_sat,very_high,perhaps,5.92,STAY
zero,87575.0,0.0,0.0,313217.0,295.0,0.0,4.0,unsat,very_little,no,4.56,STAY
one,84428.0,0.0,6.0,231265.0,315.0,1.0,5.0,very_sat,very_high,considering,2.89,LEAVE
one,78746.0,272.0,0.0,489092.0,257.0,11.0,14.0,very_unsat,very_high,actively_looking_into_it,3.03,LEAVE
one,131738.0,54.0,48.0,253754.0,620.0,3.0,2.0,very_unsat,very_little,considering,5.3,LEAVE
one,151874.0,0.0,30.0,642591.0,479.0,1.0,14.0,very_unsat,high,no,5.77,LEAVE
one,147428.0,56.0,17.0,309158.0,429.0,4.0,1.0,very_unsat,very_little,considering,4.69,STAY
zero,63133.0,37.0,0.0,544406.0,286.0,4.0,13.0,very_sat,little,considering,6.38,STAY
one,61997.0,52.0,38.0,209037.0,395.0,5.0,1.0,very_sat,very_little,considering,6.59,STAY
one,59128.0,0.0,24.0,930114.0,349.0,1.0,6.0,very_sat,high,perhaps,4.37,STAY
zero,92825.0,0.0,13.0,582924.0,388.0,0.0,4.0,very_sat,very_high,considering,1.28,LEAVE
zero,38920.0,0.0,24.0,287055.0,205.0,1.0,6.0,very_sat,avg,considering,4.5,STAY
zero,121693.0,48.0,73.0,847029.0,607.0,5.0,1.0,very_unsat,little,considering,6.94,LEAVE
one,31908.0,0.0,0.0,905858.0,218.0,1.0,12.0,unsat,very_high,considering,6.52,STAY
one,99209.0,0.0,23.0,375165.0,375.0,0.0,6.0,very_sat,avg,considering,3.96,STAY
one,37808.0,0.0,52.0,624240.0,225.0,1.0,2.0,unsat,little,considering,5.39,STAY
zero,42906.0,42.0,10.0,639599.0,238.0,4.0,6.0,very_unsat,little,considering,5.28,STAY
zero,50529.0,0.0,0.0,925218.0,261.0,0.0,10.0,unsat,avg,considering,5.2,STAY
zero,108707.0,0.0,54.0,745269.0,446.0,0.0,1.0,unsat,very_little,considering,6.35,LEAVE
one,51312.0,192.0,54.0,434423.0,329.0,25.0,1.0,avg,little,no,2.68,LEAVE
zero,26747.0,58.0,0.0,966886.0,194.0,5.0,11.0,unsat,very_high,considering,7.1,STAY
one,86427.0,208.0,75.0,917196.0,317.0,18.0,1.0,very_unsat,little,actively_looking_into_it,6.45,LEAVE
one,90434.0,225.0,0.0,179196.0,323.0,28.0,4.0,avg,little,actively_looking_into_it,1.54,LEAVE
zero,148552.0,160.0,0.0,817054.0,424.0,17.0,14.0,very_sat,very_high,considering,3.93,LEAVE
zero,103880.0,167.0,23.0,775934.0,409.0,17.0,6.0,sat,little,no,2.72,LEAVE
zero,27981.0,152.0,7.0,277157.0,174.0,25.0,4.0,very_unsat,little,considering,4.3,LEAVE
one,67283.0,42.0,55.0,501549.0,391.0,5.0,2.0,very_unsat,little,actively_looking_into_it,4.6,LEAVE
zero,73209.0,172.0,0.0,620231.0,187.0,27.0,8.0,avg,little,considering,6.54,STAY
zero,45395.0,93.0,7.0,409017.0,217.0,28.0,1.0,very_sat,high,considering,4.15,STAY
one,84376.0,0.0,14.0,199614.0,251.0,0.0,11.0,very_sat,little,no,5.24,STAY
zero,120701.0,65.0,0.0,361388.0,661.0,3.0,5.0,unsat,little,never_thought,5.25,STAY
zero,76600.0,0.0,17.0,487656.0,335.0,1.0,4.0,very_sat,little,considering,3.31,STAY
one,144127.0,0.0,87.0,340362.0,477.0,0.0,2.0,avg,little,never_thought,6.91,LEAVE
one,63736.0,148.0,0.0,574779.0,295.0,15.0,15.0,avg,very_little,never_thought,3.64,LEAVE
one,149601.0,212.0,23.0,202248.0,802.0,5.0,2.0,very_sat,very_high,considering,4.38,LEAVE
one,101155.0,0.0,12.0,288001.0,519.0,19.0,6.0,very_sat,little,actively_looking_into_it,2.52,LEAVE
one,88508.0,219.0,70.0,239173.0,351.0,23.0,2.0,very_unsat,very_little,actively_looking_into_it,4.03,STAY
zero,100631.0,217.0,22.0,709137.0,531.0,11.0,5.0,sat,avg,actively_looking_into_it,3.14,LEAVE
zero,74760.0,215.0,5.0,591133.0,297.0,21.0,5.0,unsat,very_little,considering,3.57,STAY
zero,127818.0,78.0,88.0,466889.0,892.0,1.0,1.0,unsat,little,actively_looking_into_it,7.38,LEAVE
zero,103143.0,51.0,42.0,229941.0,717.0,0.0,1.0,very_sat,little,considering,6.76,LEAVE
one,22217.0,167.0,24.0,220059.0,160.0,26.0,4.0,unsat,avg,considering,3.24,LEAVE
one,145867.0,0.0,21.0,757581.0,669.0,1.0,5.0,unsat,avg,considering,2.86,LEAVE
one,36609.0,67.0,16.0,911163.0,142.0,3.0,5.0,very_unsat,very_high,no,6.0,STAY
zero,55535.0,53.0,0.0,573329.0,331.0,3.0,12.0,very_sat,high,no,3.21,STAY
one,110947.0,0.0,75.0,350398.0,709.0,1.0,1.0,avg,high,considering,5.02,LEAVE
one,35684.0,63.0,0.0,225360.0,149.0,4.0,10.0,very_unsat,little,actively_looking_into_it,2.13,LEAVE
one,119342.0,64.0,21.0,266915.0,568.0,3.0,6.0,very_sat,little,no,3.4,LEAVE
one,119193.0,254.0,0.0,252077.0,136.0,1.0,9.0,very_unsat,very_high,considering,3.74,STAY
one,139312.0,0.0,22.0,524306.0,634.0,0.0,1.0,sat,very_high,no,2.84,STAY
zero,86846.0,43.0,86.0,442282.0,391.0,5.0,1.0,unsat,high,considering,6.1,STAY
zero,20257.0,71.0,60.0,492153.0,241.0,5.0,1.0,avg,little,actively_looking_into_it,5.63,LEAVE
zero,129083.0,80.0,47.0,674768.0,690.0,5.0,2.0,very_unsat,high,considering,6.12,STAY
one,37918.0,0.0,72.0,763886.0,169.0,0.0,2.0,very_unsat,high,actively_looking_into_it,4.61,LEAVE
zero,79619.0,59.0,17.0,157154.0,268.0,1.0,4.0,unsat,avg,actively_looking_into_it,2.03,LEAVE
zero,107589.0,184.0,0.0,537996.0,611.0,14.0,1.0,very_sat,very_little,no,3.84,LEAVE
one,113394.0,0.0,9.0,512342.0,893.0,1.0,6.0,unsat,very_high,considering,3.59,STAY
